id,hedef,sira,enlem,boylam
5310,NRT,29,39.352557,135.618282
5311,NRT,30,37.582589,138.059587
5312,NRT,31,35.764702,140.386002
5313,NSI,0,41.275278,28.751944
5314,NSI,1,40.105281,27.975623
5315,NSI,2,38.930277,27.225613
5316,NSI,3,37.750631,26.500096
5317,NSI,4,36.566677,25.797392
5318,NSI,5,35.378724,25.115942
5319,NSI,6,34.187056,24.454300
5320,NSI,7,32.991936,23.811122
5321,NSI,8,31.793607,23.185154
5322,NSI,9,30.592293,22.575232
5323,NSI,10,29.388205,21.980264
5324,NSI,11,28.181537,21.399232
5325,NSI,12,26.972471,20.831181
5326,NSI,13,25.761177,20.275214
5327,NSI,14,24.547815,19.730487
5328,NSI,15,23.332532,19.196206
5329,NSI,16,22.115470,18.671622
5330,NSI,17,20.896762,18.156023
5331,NSI,18,19.676533,17.648738
5332,NSI,19,18.454902,17.149127
5333,NSI,20,17.231980,16.656580
5334,NSI,21,16.007877,16.170515
5335,NSI,22,14.782693,15.690376
5336,NSI,23,13.556529,15.215628
5337,NSI,24,12.329477,14.745757
5338,NSI,25,11.101628,14.280267
5339,NSI,26,9.873071,13.818677
5340,NSI,27,8.643891,13.360520
5341,NSI,28,7.414170,12.905343
5342,NSI,29,6.183989,12.452703
5343,NSI,30,4.953426,12.002164
5344,NSI,31,3.722560,11.553300
5345,NUE,0,41.275278,28.751944
5346,NUE,1,41.579365,28.259274
5347,NUE,2,41.881329,27.761960
5348,NUE,3,42.181127,27.259939
5349,NUE,4,42.478716,26.753153
5350,NUE,5,42.774051,26.241543
5351,NUE,6,43.067087,25.725048
5352,NUE,7,43.357778,25.203612
5353,NUE,8,43.646077,24.677176
5354,NUE,9,43.931937,24.145684
5355,NUE,10,44.215311,23.609081
5356,NUE,11,44.496148,23.067312
5357,NUE,12,44.774399,22.520323
5358,NUE,13,45.050015,21.968063
5359,NUE,14,45.322943,21.410481
5360,NUE,15,45.593132,20.847528
5361,NUE,16,45.860529,20.279156
5362,NUE,17,46.125081,19.705321
5363,NUE,18,46.386735,19.125978
5364,NUE,19,46.645434,18.541086
5365,NUE,20,46.901125,17.950606
5366,NUE,21,47.153751,17.354501
5367,NUE,22,47.403255,16.752737
5368,NUE,23,47.649580,16.145282
5369,NUE,24,47.892669,15.532108
5370,NUE,25,48.132463,14.913190
5371,NUE,26,48.368903,14.288505
5372,NUE,27,48.601929,13.658035
5373,NUE,28,48.831482,13.021764
5374,NUE,29,49.057502,12.379681
5375,NUE,30,49.279928,11.731780
5376,NUE,31,49.498699,11.078056
5377,ODS,0,41.275278,28.751944
5378,ODS,1,41.441933,28.809100
5379,ODS,2,41.608560,28.866551
5380,ODS,3,41.775157,28.924300
5381,ODS,4,41.941726,28.982349
5382,ODS,5,42.108265,29.040702
5383,ODS,6,42.274775,29.099362
5384,ODS,7,42.441255,29.158333
5385,ODS,8,42.607704,29.217619
5386,ODS,9,42.774122,29.277222
5387,ODS,10,42.940509,29.337146
5388,ODS,11,43.106865,29.397395
5389,ODS,12,43.273190,29.457972
5390,ODS,13,43.439482,29.518882
5391,ODS,14,43.605741,29.580127
5392,ODS,15,43.771968,29.641711
5393,ODS,16,43.938161,29.703639
5394,ODS,17,44.104321,29.765913
5395,ODS,18,44.270447,29.828539
5396,ODS,19,44.436538,29.891520
5397,ODS,20,44.602595,29.954860
5398,ODS,21,44.768616,30.018563
5399,ODS,22,44.934602,30.082633
5400,ODS,23,45.100551,30.147075
5401,ODS,24,45.266464,30.211892
5402,ODS,25,45.432341,30.277089
5403,ODS,26,45.598180,30.342671
5404,ODS,27,45.763981,30.408641
5405,ODS,28,45.929744,30.475004
5406,ODS,29,46.095469,30.541766
5407,ODS,30,46.261154,30.608929
5408,ODS,31,46.426800,30.676500
5409,ORD,0,41.275278,28.751944
5410,ORD,1,43.127925,26.388476
5411,ORD,2,44.928921,23.879483
5412,ORD,3,46.671465,21.210779
5413,ORD,4,48.347883,18.367756
5414,ORD,5,49.949554,15.335816
5415,ORD,6,51.466857,12.101014
5416,ORD,7,52.889167,8.650954
5417,ORD,8,54.204906,4.975980
5418,ORD,9,55.401682,1.070647
5419,ORD,10,56.466549,-3.064580
5420,ORD,11,57.386404,-7.421566
5421,ORD,12,58.148528,-11.982942
5422,ORD,13,58.741256,-16.721111
5423,ORD,14,59.154726,-21.598207
5424,ORD,15,59.381608,-26.567325
5425,ORD,16,59.417714,-31.575083
5426,ORD,17,59.262365,-36.565258
5427,ORD,18,58.918457,-41.482931
5428,ORD,19,58.392196,-46.278389
5429,ORD,20,57.692573,-50.910144
5430,ORD,21,56.830663,-55.346674
5431,ORD,22,55.818873,-59.566832
5432,ORD,23,54.670232,-63.559167
5433,ORD,24,53.397800,-67.320528
5434,ORD,25,52.014215,-70.854343
5435,ORD,26,50.531383,-74.168869
5436,ORD,27,48.960299,-77.275625
5437,ORD,28,47.310964,-80.188094
5438,ORD,29,45.592370,-82.920716
5439,ORD,30,43.812542,-85.488157
5440,ORD,31,41.978600,-87.904800
5441,ORN,0,41.275278,28.751944
5442,ORN,1,41.214713,27.744144
5443,ORN,2,41.145379,26.738343
5444,ORN,3,41.067316,25.734801
5445,ORN,4,40.980568,24.733770
5446,ORN,5,40.885186,23.735500
5447,ORN,6,40.781222,22.740232
5448,ORN,7,40.668734,21.748202
5449,ORN,8,40.547786,20.759639
5450,ORN,9,40.418444,19.774762
5451,ORN,10,40.280778,18.793787
5452,ORN,11,40.134862,17.816918
5453,ORN,12,39.980774,16.844351
5454,ORN,13,39.818595,15.876275
5455,ORN,14,39.648410,14.912870
5456,ORN,15,39.470306,13.954306
5457,ORN,16,39.284373,13.000743
5458,ORN,17,39.090704,12.052334
5459,ORN,18,38.889395,11.109222
5460,ORN,19,38.680544,10.171540
5461,ORN,20,38.464249,9.239411
5462,ORN,21,38.240613,8.312950
5463,ORN,22,38.009740,7.392263
5464,ORN,23,37.771734,6.477446
5465,ORN,24,37.526702,5.568585
5466,ORN,25,37.274752,4.665759
5467,ORN,26,37.015992,3.769036
5468,ORN,27,36.750531,2.878479
5469,ORN,28,36.478481,1.994138
5470,ORN,29,36.199951,1.116058
5471,ORN,30,35.915054,0.244275
5472,ORN,31,35.623901,-0.621183
5473,OSL,0,41.275278,28.751944
5474,OSL,1,41.915740,28.366512
5475,OSL,2,42.554886,27.973273
5476,OSL,3,43.192660,27.571905
5477,OSL,4,43.829002,27.162068
5478,OSL,5,44.463848,26.743409
5479,OSL,6,45.097130,26.315556
5480,OSL,7,45.728780,25.878118
5481,OSL,8,46.358721,25.430687
5482,OSL,9,46.986878,24.972833
5483,OSL,10,47.613165,24.504107
5484,OSL,11,48.237498,24.024035
5485,OSL,12,48.859782,23.532121
5486,OSL,13,49.479921,23.027842
5487,OSL,14,50.097813,22.510652
5488,OSL,15,50.713346,21.979972
5489,OSL,16,51.326407,21.435198
5490,OSL,17,51.936873,20.875692
5491,OSL,18,52.544613,20.300786
5492,OSL,19,53.149490,19.709774
5493,OSL,20,53.751358,19.101916
5494,OSL,21,54.350062,18.476435
5495,OSL,22,54.945437,17.832511
5496,OSL,23,55.537307,17.169284
5497,OSL,24,56.125485,16.485852
5498,OSL,25,56.709775,15.781264
5499,OSL,26,57.289963,15.054525
5500,OSL,27,57.865827,14.304590
5501,OSL,28,58.437126,13.530363
5502,OSL,29,59.003605,12.730698
5503,OSL,30,59.564993,11.904395
5504,OSL,31,60.121000,11.050200
5505,OSM,0,41.275278,28.751944
5506,OSM,1,41.143969,29.247436
5507,OSM,2,41.010545,29.740932
5508,OSM,3,40.875025,30.232418
5509,OSM,4,40.737428,30.721880
5510,OSM,5,40.597771,31.209306
5511,OSM,6,40.456075,31.694686
5512,OSM,7,40.312356,32.178008
5513,OSM,8,40.166635,32.659263
5514,OSM,9,40.018931,33.138442
5515,OSM,10,39.869261,33.615538
5516,OSM,11,39.717645,34.090542
5517,OSM,12,39.564102,34.563450
5518,OSM,13,39.408651,35.034255
5519,OSM,14,39.251310,35.502953
5520,OSM,15,39.092100,35.969540
5521,OSM,16,38.931039,36.434013
5522,OSM,17,38.768145,36.896370
5523,OSM,18,38.603438,37.356608
5524,OSM,19,38.436937,37.814727
5525,OSM,20,38.268660,38.270726
5526,OSM,21,38.098627,38.724607
5527,OSM,22,37.926856,39.176369
5528,OSM,23,37.753366,39.626015
5529,OSM,24,37.578176,40.073547
5530,OSM,25,37.401305,40.518969
5531,OSM,26,37.222771,40.962282
5532,OSM,27,37.042592,41.403492
5533,OSM,28,36.860787,41.842604
5534,OSM,29,36.677375,42.279621
5535,OSM,30,36.492373,42.714551
5536,OSM,31,36.305801,43.147400
5537,OSS,0,41.275278,28.751944
5538,OSS,1,41.519496,30.129271
5539,OSS,2,41.747161,31.516677
5540,OSS,3,41.958020,32.913590
5541,OSS,4,42.151836,34.319402
5542,OSS,5,42.328389,35.733464
5543,OSS,6,42.487474,37.155089
5544,OSS,7,42.628904,38.583560
5545,OSS,8,42.752510,40.018125
5546,OSS,9,42.858144,41.458006
5547,OSS,10,42.945678,42.902398
5548,OSS,11,43.015005,44.350475
5549,OSS,12,43.066039,45.801393
5550,OSS,13,43.098717,47.254293
5551,OSS,14,43.112998,48.708307
5552,OSS,15,43.108865,50.162563
5553,OSS,16,43.086323,51.616185
5554,OSS,17,43.045400,53.068302
5555,OSS,18,42.986146,54.518050
5556,OSS,19,42.908635,55.964576
5557,OSS,20,42.812962,57.407044
5558,OSS,21,42.699244,58.844637
5559,OSS,22,42.567618,60.276562
5560,OSS,23,42.418242,61.702051
5561,OSS,24,42.251293,63.120369
5562,OSS,25,42.066965,64.530810
5563,OSS,26,41.865470,65.932706
5564,OSS,27,41.647038,67.325425
5565,OSS,28,41.411912,68.708375
5566,OSS,29,41.160348,70.081004
5567,OSS,30,40.892618,71.442800
5568,OSS,31,40.609001,72.793297
5569,OTP,0,41.275278,28.751944
5570,OTP,1,41.382528,28.670232
5571,OTP,2,41.489721,28.588249
5572,OTP,3,41.596855,28.505995
5573,OTP,4,41.703930,28.423468
5574,OTP,5,41.810946,28.340665
5575,OTP,6,41.917902,28.257585
5576,OTP,7,42.024798,28.174227
5577,OTP,8,42.131634,28.090587
5578,OTP,9,42.238409,28.006665
5579,OTP,10,42.345122,27.922459
5580,OTP,11,42.451773,27.837967
5581,OTP,12,42.558363,27.753186
5582,OTP,13,42.664889,27.668115
5583,OTP,14,42.771352,27.582752
5584,OTP,15,42.877752,27.497096
5585,OTP,16,42.984088,27.411143
5586,OTP,17,43.090359,27.324893
5587,OTP,18,43.196565,27.238343
5588,OTP,19,43.302706,27.151492
5589,OTP,20,43.408780,27.064336
5590,OTP,21,43.514789,26.976875
5591,OTP,22,43.620730,26.889107
5592,OTP,23,43.726604,26.801028
5593,OTP,24,43.832410,26.712638
5594,OTP,25,43.938148,26.623934
5595,OTP,26,44.043817,26.534914
5596,OTP,27,44.149417,26.445575
5597,OTP,28,44.254946,26.355917
5598,OTP,29,44.360406,26.265936
5599,OTP,30,44.465794,26.175632
5600,OTP,31,44.571111,26.085000
5601,OVB,0,41.275278,28.751944
5602,OVB,1,42.049029,29.991244
5603,OVB,2,42.809122,31.260832
5604,OVB,3,43.554843,32.561709
5605,OVB,4,44.285448,33.894849
5606,OVB,5,45.000160,35.261197
5607,OVB,6,45.698172,36.661654
5608,OVB,7,46.378645,38.097065
5609,OVB,8,47.040709,39.568206
5610,OVB,9,47.683466,41.075768
5611,OVB,10,48.305989,42.620343
5612,OVB,11,48.907326,44.202401
5613,OVB,12,49.486503,45.822279
5614,OVB,13,50.042527,47.480153
5615,OVB,14,50.574390,49.176025
5616,OVB,15,51.081076,50.909697
5617,OVB,16,51.561563,52.680757
5618,OVB,17,52.014833,54.488556
5619,OVB,18,52.439880,56.332190
5620,OVB,19,52.835713,58.210490
5621,OVB,20,53.201371,60.122007
5622,OVB,21,53.535928,62.065004
5623,OVB,22,53.838506,64.037454
5624,OVB,23,54.108280,66.037045
5625,OVB,24,54.344494,68.061182
5626,OVB,25,54.546465,70.107009
5627,OVB,26,54.713597,72.171424
5628,OVB,27,54.845383,74.251112
5629,OVB,28,54.941420,76.342572
5630,OVB,29,55.001408,78.442162
5631,OVB,30,55.025160,80.546139
5632,OVB,31,55.012600,82.650703
5633,PEK,0,41.275278,28.751944
5634,PEK,1,42.315013,31.118505
5635,PEK,2,43.304481,33.562608
5636,PEK,3,44.240222,36.085341
5637,PEK,4,45.118687,38.687061
5638,PEK,5,45.936278,41.367260
5639,PEK,6,46.689391,44.124442
5640,PEK,7,47.374463,46.956003
5641,PEK,8,47.988036,49.858139
5642,PEK,9,48.526821,52.825777
5643,PEK,10,48.987771,55.852558
5644,PEK,11,49.368153,58.930856
5645,PEK,12,49.665617,62.051870
5646,PEK,13,49.878265,65.205766
5647,PEK,14,50.004708,68.381878
5648,PEK,15,50.044102,71.568960
5649,PEK,16,49.996185,74.755477
5650,PEK,17,49.861277,77.929907
5651,PEK,18,49.640275,81.081050
5652,PEK,19,49.334621,84.198311
5653,PEK,20,48.946261,87.271947
5654,PEK,21,48.477583,90.293267
5655,PEK,22,47.931355,93.254768
5656,PEK,23,47.310651,96.150213
5657,PEK,24,46.618779,98.974658
5658,PEK,25,45.859211,101.724417
5659,PEK,26,45.035515,104.397001
5660,PEK,27,44.151298,106.991014
5661,PEK,28,43.210155,109.506039
5662,PEK,29,42.215627,111.942510
5663,PEK,30,41.171163,114.301580
5664,PEK,31,40.080101,116.584999
5665,PRG,0,41.275278,28.751944
5666,PRG,1,41.585865,28.351668
5667,PRG,2,41.895050,27.947532
5668,PRG,3,42.202805,27.539472
5669,PRG,4,42.509099,27.127428
5670,PRG,5,42.813903,26.711335
5671,PRG,6,43.117185,26.291131
5672,PRG,7,43.418915,25.866752
5673,PRG,8,43.719060,25.438133
5674,PRG,9,44.017587,25.005210
5675,PRG,10,44.314462,24.567918
5676,PRG,11,44.609653,24.126191
5677,PRG,12,44.903124,23.679965
5678,PRG,13,45.194839,23.229174
5679,PRG,14,45.484762,22.773751
5680,PRG,15,45.772858,22.313632
5681,PRG,16,46.059087,21.848749
5682,PRG,17,46.343412,21.379038
5683,PRG,18,46.625794,20.904433
5684,PRG,19,46.906192,20.424868
5685,PRG,20,47.184567,19.940277
5686,PRG,21,47.460878,19.450597
5687,PRG,22,47.735081,18.955762
5688,PRG,23,48.007135,18.455709
5689,PRG,24,48.276996,17.950374
5690,PRG,25,48.544619,17.439694
5691,PRG,26,48.809960,16.923608
5692,PRG,27,49.072973,16.402056
5693,PRG,28,49.333612,15.874976
5694,PRG,29,49.591828,15.342312
5695,PRG,30,49.847573,14.804005
5696,PRG,31,50.100800,14.260000
5697,PRN,0,41.275278,28.751944
5698,PRN,1,41.325091,28.508170
5699,PRN,2,41.374389,28.264024
5700,PRN,3,41.423170,28.019510
5701,PRN,4,41.471432,27.774631
5702,PRN,5,41.519174,27.529388
5703,PRN,6,41.566395,27.283786
5704,PRN,7,41.613092,27.037826
5705,PRN,8,41.659264,26.791511
5706,PRN,9,41.704910,26.544846
5707,PRN,10,41.750028,26.297832
5708,PRN,11,41.794615,26.050472
5709,PRN,12,41.838671,25.802770
5710,PRN,13,41.882195,25.554729
5711,PRN,14,41.925184,25.306352
5712,PRN,15,41.967637,25.057642
5713,PRN,16,42.009552,24.808602
5714,PRN,17,42.050929,24.559236
5715,PRN,18,42.091765,24.309547
5716,PRN,19,42.132059,24.059539
5717,PRN,20,42.171809,23.809214
5718,PRN,21,42.211015,23.558577
5719,PRN,22,42.249675,23.307631
5720,PRN,23,42.287786,23.056379
5721,PRN,24,42.325349,22.804825
5722,PRN,25,42.362361,22.552972
5723,PRN,26,42.398822,22.300825
5724,PRN,27,42.434729,22.048387
5725,PRN,28,42.470082,21.795662
5726,PRN,29,42.504879,21.542653
5727,PRN,30,42.539119,21.289365
5728,PRN,31,42.572800,21.035801
5729,PVG,0,41.275278,28.751944
5730,PVG,1,42.264804,31.575585
5731,PVG,2,43.182918,34.485948
5732,PVG,3,44.025075,37.481422
5733,PVG,4,44.786794,40.559020
5734,PVG,5,45.463734,43.714255
5735,PVG,6,46.051789,46.941057
5736,PVG,7,46.547190,50.231755
5737,PVG,8,46.946606,53.577120
5738,PVG,9,47.247239,56.966498
5739,PVG,10,47.446915,60.388023
5740,PVG,11,47.544157,63.828905
5741,PVG,12,47.538235,67.275783
5742,PVG,13,47.429196,70.715116
5743,PVG,14,47.217854,74.133589
5744,PVG,15,46.905771,77.518502
5745,PVG,16,46.495196,80.858114
5746,PVG,17,45.988991,84.141924
5747,PVG,18,45.390545,87.360880
5748,PVG,19,44.703670,90.507489
5749,PVG,20,43.932503,93.575869
5750,PVG,21,43.081406,96.561707
5751,PVG,22,42.154873,99.462183
5752,PVG,23,41.157448,102.275833
5753,PVG,24,40.093656,105.002397
5754,PVG,25,38.967946,107.642651
5755,PVG,26,37.784639,110.198239
5756,PVG,27,36.547905,112.671506
5757,PVG,28,35.261727,115.065353
5758,PVG,29,33.929895,117.383101
5759,PVG,30,32.555993,119.628374
5760,PVG,31,31.143400,121.805000
5761,RIX,0,41.275278,28.751944
5762,RIX,1,41.782596,28.637734
5763,RIX,2,42.289799,28.521703
5764,RIX,3,42.796884,28.403788
5765,RIX,4,43.303845,28.283924
5766,RIX,5,43.810679,28.162045
5767,RIX,6,44.317382,28.038080
5768,RIX,7,44.823948,27.911956
5769,RIX,8,45.330372,27.783595
5770,RIX,9,45.836651,27.652919
5771,RIX,10,46.342777,27.519844
5772,RIX,11,46.848747,27.384281
5773,RIX,12,47.354553,27.246141
5774,RIX,13,47.860190,27.105328
5775,RIX,14,48.365652,26.961741
5776,RIX,15,48.870931,26.815276
5777,RIX,16,49.376021,26.665823
5778,RIX,17,49.880915,26.513267
5779,RIX,18,50.385604,26.357487
5780,RIX,19,50.890080,26.198356
5781,RIX,20,51.394336,26.035741
5782,RIX,21,51.898361,25.869503
5783,RIX,22,52.402147,25.699493
5784,RIX,23,52.905683,25.525556
5785,RIX,24,53.408959,25.347530
5786,RIX,25,53.911965,25.165242
5787,RIX,26,54.414687,24.978510
5788,RIX,27,54.917115,24.787143
5789,RIX,28,55.419234,24.590939
5790,RIX,29,55.921031,24.389683
5791,RIX,30,56.422491,24.183150
5792,RIX,31,56.923599,23.971100
5793,ROV,0,41.275278,28.751944
5794,ROV,1,41.491765,29.076672
5795,ROV,2,41.707333,29.403572
5796,ROV,3,41.921969,29.732668
5797,ROV,4,42.135658,30.063980
5798,ROV,5,42.348388,30.397531
5799,ROV,6,42.560144,30.733341
5800,ROV,7,42.770913,31.071433
5801,ROV,8,42.980681,31.411829
5802,ROV,9,43.189434,31.754549
5803,ROV,10,43.397156,32.099616
5804,ROV,11,43.603834,32.447051
5805,ROV,12,43.809453,32.796876
5806,ROV,13,44.013997,33.149111
5807,ROV,14,44.217451,33.503777
5808,ROV,15,44.419801,33.860897
5809,ROV,16,44.621030,34.220490
5810,ROV,17,44.821123,34.582577
5811,ROV,18,45.020064,34.947179
5812,ROV,19,45.217837,35.314316
5813,ROV,20,45.414425,35.684008
5814,ROV,21,45.609813,36.056275
5815,ROV,22,45.803983,36.431137
5816,ROV,23,45.996919,36.808612
5817,ROV,24,46.188603,37.188720
5818,ROV,25,46.379019,37.571480
5819,ROV,26,46.568149,37.956910
5820,ROV,27,46.755975,38.345027
5821,ROV,28,46.942480,38.735850
5822,ROV,29,47.127646,39.129396
5823,ROV,30,47.311455,39.525681
5824,ROV,31,47.493888,39.924722
5825,RTM,0,41.275278,28.751944
5826,RTM,1,41.690892,28.111392
5827,RTM,2,42.102903,27.462545
5828,RTM,3,42.511211,26.805250
5829,RTM,4,42.915714,26.139350
5830,RTM,5,43.316307,25.464694
5831,RTM,6,43.712882,24.781128
5832,RTM,7,44.105330,24.088503
5833,RTM,8,44.493538,23.386671
5834,RTM,9,44.877390,22.675486
5835,RTM,10,45.256769,21.954804
5836,RTM,11,45.631556,21.224487
5837,RTM,12,46.001627,20.484400
5838,RTM,13,46.366857,19.734411
5839,RTM,14,46.727118,18.974394
5840,RTM,15,47.082280,18.204231
5841,RTM,16,47.432211,17.423807
5842,RTM,17,47.776775,16.633015
5843,RTM,18,48.115835,15.831758
5844,RTM,19,48.449253,15.019945
5845,RTM,20,48.776886,14.197495
5846,RTM,21,49.098590,13.364338
5847,RTM,22,49.414221,12.520413
5848,RTM,23,49.723632,11.665673
5849,RTM,24,50.026674,10.800083
5850,RTM,25,50.323196,9.923619
5851,RTM,26,50.613048,9.036276
5852,RTM,27,50.896077,8.138061
5853,RTM,28,51.172131,7.228998
5854,RTM,29,51.441055,6.309128
5855,RTM,30,51.702697,5.378509
5856,RTM,31,51.956902,4.437220
5857,RUH,0,41.275278,28.751944
5858,RUH,1,40.795909,29.451181
5859,RUH,2,40.312380,30.140348
5860,RUH,3,39.824820,30.819677
5861,RUH,4,39.333355,31.489394
5862,RUH,5,38.838105,32.149726
5863,RUH,6,38.339189,32.800897
5864,RUH,7,37.836722,33.443129
5865,RUH,8,37.330815,34.076642
5866,RUH,9,36.821576,34.701651
5867,RUH,10,36.309109,35.318372
5868,RUH,11,35.793515,35.927015
5869,RUH,12,35.274895,36.527787
5870,RUH,13,34.753342,37.120893
5871,RUH,14,34.228949,37.706535
5872,RUH,15,33.701808,38.284909
5873,RUH,16,33.172004,38.856210
5874,RUH,17,32.639622,39.420630
5875,RUH,18,32.104746,39.978356
5876,RUH,19,31.567453,40.529572
5877,RUH,20,31.027823,41.074458
5878,RUH,21,30.485929,41.613193
5879,RUH,22,29.941846,42.145949
5880,RUH,23,29.395643,42.672898
5881,RUH,24,28.847390,43.194206
5882,RUH,25,28.297154,43.710038
5883,RUH,26,27.744999,44.220553
5884,RUH,27,27.190988,44.725911
5885,RUH,28,26.635185,45.226264
5886,RUH,29,26.077647,45.721765
5887,RUH,30,25.518433,46.212561
5888,RUH,31,24.957600,46.698799
5889,SAH,0,41.275278,28.751944
5890,SAH,1,40.477923,29.404060
5891,SAH,2,39.676989,30.040833
5892,SAH,3,38.872657,30.662976
5893,SAH,4,38.065098,31.271167
5894,SAH,5,37.254475,31.866053
5895,SAH,6,36.440938,32.448251
5896,SAH,7,35.624633,33.018346
5897,SAH,8,34.805697,33.576900
5898,SAH,9,33.984260,34.124446
5899,SAH,10,33.160443,34.661494
5900,SAH,11,32.334364,35.188531
5901,SAH,12,31.506135,35.706023
5902,SAH,13,30.675859,36.214412
5903,SAH,14,29.843638,36.714126
5904,SAH,15,29.009566,37.205570
5905,SAH,16,28.173736,37.689135
5906,SAH,17,27.336233,38.165194
5907,SAH,18,26.497141,38.634105
5908,SAH,19,25.656539,39.096213
5909,SAH,20,24.814502,39.551847
5910,SAH,21,23.971104,40.001326
5911,SAH,22,23.126414,40.444954
5912,SAH,23,22.280499,40.883027
5913,SAH,24,21.433423,41.315827
5914,SAH,25,20.585248,41.743630
5915,SAH,26,19.736033,42.166698
5916,SAH,27,18.885835,42.585288
5917,SAH,28,18.034711,42.999647
5918,SAH,29,17.182712,43.410014
5919,SAH,30,16.329892,43.816624
5920,SAH,31,15.476300,44.219700
5921,SCO,0,41.275278,28.751944
5922,SCO,1,41.424697,29.437047
5923,SCO,2,41.570032,30.125267
5924,SCO,3,41.711246,30.816547
5925,SCO,4,41.848299,31.510825
5926,SCO,5,41.981153,32.208039
5927,SCO,6,42.109771,32.908121
5928,SCO,7,42.234117,33.611003
5929,SCO,8,42.354155,34.316612
5930,SCO,9,42.469850,35.024872
5931,SCO,10,42.581169,35.735706
5932,SCO,11,42.688078,36.449032
5933,SCO,12,42.790547,37.164766
5934,SCO,13,42.888543,37.882822
5935,SCO,14,42.982039,38.603111
5936,SCO,15,43.071004,39.325540
5937,SCO,16,43.155412,40.050016
5938,SCO,17,43.235238,40.776442
5939,SCO,18,43.310455,41.504718
5940,SCO,19,43.381040,42.234743
5941,SCO,20,43.446972,42.966414
5942,SCO,21,43.508228,43.699625
5943,SCO,22,43.564791,44.434268
5944,SCO,23,43.616640,45.170235
5945,SCO,24,43.663761,45.907413
5946,SCO,25,43.706137,46.645692
5947,SCO,26,43.743756,47.384957
5948,SCO,27,43.776604,48.125092
5949,SCO,28,43.804670,48.865981
5950,SCO,29,43.827947,49.607508
5951,SCO,30,43.846425,50.349553
5952,SCO,31,43.860100,51.091999
5953,SIN,0,41.275278,28.751944
5954,SIN,1,40.841489,32.041540
5955,SIN,2,40.315562,35.283870
5956,SIN,3,39.700599,38.471903
5957,SIN,4,39.000069,41.599767
5958,SIN,5,38.217731,44.662784
5959,SIN,6,37.357556,47.657458
5960,SIN,7,36.423650,50.581420
5961,SIN,8,35.420194,53.433348
5962,SIN,9,34.351380,56.212870
5963,SIN,10,33.221366,58.920449
5964,SIN,11,32.034232,61.557269
5965,SIN,12,30.793954,64.125118
5966,SIN,13,29.504375,66.626282
5967,SIN,14,28.169190,69.063446
5968,SIN,15,26.791941,71.439605
5969,SIN,16,25.376004,73.757987
5970,SIN,17,23.924594,76.021984
5971,SIN,18,22.440768,78.235106
5972,SIN,19,20.927427,80.400926
5973,SIN,20,19.387323,82.523052
5974,SIN,21,17.823074,84.605098
5975,SIN,22,16.237166,86.650660
5976,SIN,23,14.631968,88.663309
5977,SIN,24,13.009744,90.646574
5978,SIN,25,11.372660,92.603940
5979,SIN,26,9.722799,94.538848
5980,SIN,27,8.062168,96.454693
5981,SIN,28,6.392716,98.354829
5982,SIN,29,4.716337,100.242572
5983,SIN,30,3.034887,102.121209
5984,SIN,31,1.350190,103.994003
5985,SJJ,0,41.275278,28.751944
5986,SJJ,1,41.371867,28.429488
5987,SJJ,2,41.467553,28.106078
5988,SJJ,3,41.562331,27.781716
5989,SJJ,4,41.656195,27.456406
5990,SJJ,5,41.749138,27.130151
5991,SJJ,6,41.841156,26.802954
5992,SJJ,7,41.932243,26.474821
5993,SJJ,8,42.022393,26.145753
5994,SJJ,9,42.111601,25.815756
5995,SJJ,10,42.199860,25.484833
5996,SJJ,11,42.287165,25.152990
5997,SJJ,12,42.373512,24.820231
5998,SJJ,13,42.458893,24.486561
5999,SJJ,14,42.543304,24.151985
6000,SJJ,15,42.626739,23.816508
6001,SJJ,16,42.709193,23.480135
6002,SJJ,17,42.790659,23.142874
6003,SJJ,18,42.871134,22.804729
6004,SJJ,19,42.950611,22.465706
6005,SJJ,20,43.029085,22.125812
6006,SJJ,21,43.106550,21.785054
6007,SJJ,22,43.183002,21.443438
6008,SJJ,23,43.258435,21.100970
6009,SJJ,24,43.332844,20.757659
6010,SJJ,25,43.406224,20.413512
6011,SJJ,26,43.478569,20.068535
6012,SJJ,27,43.549874,19.722738
6013,SJJ,28,43.620135,19.376127
6014,SJJ,29,43.689346,19.028712
6015,SJJ,30,43.757503,18.680499
6016,SJJ,31,43.824600,18.331499
6017,SKG,0,41.275278,28.751944
6018,SKG,1,41.255446,28.563505
6019,SKG,2,41.235307,28.375182
6020,SKG,3,41.214861,28.186975
6021,SKG,4,41.194109,27.998887
6022,SKG,5,41.173051,27.810919
6023,SKG,6,41.151687,27.623073
6024,SKG,7,41.130019,27.435350
6025,SKG,8,41.108046,27.247752
6026,SKG,9,41.085769,27.060280
6027,SKG,10,41.063189,26.872936
6028,SKG,11,41.040305,26.685721
6029,SKG,12,41.017119,26.498638
6030,SKG,13,40.993630,26.311687
6031,SKG,14,40.969839,26.124870
6032,SKG,15,40.945748,25.938189
6033,SKG,16,40.921355,25.751644
6034,SKG,17,40.896662,25.565239
6035,SKG,18,40.871669,25.378973
6036,SKG,19,40.846376,25.192848
6037,SKG,20,40.820785,25.006867
6038,SKG,21,40.794895,24.821029
6039,SKG,22,40.768708,24.635338
6040,SKG,23,40.742223,24.449793
6041,SKG,24,40.715441,24.264397
6042,SKG,25,40.688363,24.079151
